(Old/New) Family #,Family Name,Looked at?,Relevant?,Use For Inapprox?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Author Names,Paper Title,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Specificity of Runtime,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),"Approx Error ""Size"" (for figures only)",Approximation Factor Class (Mult),Approximation Factor Class (Add),Approximation Type (additive/multiplicative),Parametrized Approximation?,Type of PTAS (if PTAS),Description of Approximation,Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP,,,,1,0,O(poly(V)),,,"[https://www.researchgate.net/publication/220994326_Simpler_Approximation_of_the_Maximum_Asymmetric_Traveling_Salesman_Problem Paluch, Elbassioni, van Zuylen (2012)]","Paluch, Elbassioni, van Zuylen","Paluch, Elbassioni, van Zuylen",Simpler Approximation of the Maximum Asymmetric Traveling Salesman Problem,2012,https://www.researchgate.net/publication/220994326_Simpler_Approximation_of_the_Maximum_Asymmetric_Traveling_Salesman_Problem,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,2/3,2,2.5,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP,,,,1,0,O(poly(V)),,,[https://arxiv.org/abs/2005.10800 Paluch (2020)],Paluch,Paluch,New Approximation Algorithms for Maximum Asymmetric Traveling Salesman and Shortest Superstring,2020,https://arxiv.org/abs/2005.10800,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,7/10,2,2.429,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP,,,,1,0,O(V^3),,,[https://www.sciencedirect.com/science/article/pii/S0196677403001123 Blaser (2004)],Blaser,Blaser,An 8/13-approximation algorithm for the asymmetric maximum TSP,2004,https://www.sciencedirect.com/science/article/pii/S0196677403001123,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges",V,https://www.sciencedirect.com/science/article/pii/S0196677403001123,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,8/13 * (1-1/V),2,2.626,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,0,0,Approximate Asymmetric Maximum TSP (with triangle ineq),,,,1,0,O(V^3),,,"[https://experts.illinois.edu/en/publications/polynomial-algorithms-with-the-estimates-frac-34-and-frac-56-for- Kostochka, Serdyukov (1985)]","Kostochka, Serdyukov","Kostochka, Serdyukov",Polynomial algorithms with the estimates $\frac 34$ and $\frac 56$ for the traveling salesman problem of the maximum,1985,https://experts.illinois.edu/en/publications/polynomial-algorithms-with-the-estimates-frac-34-and-frac-56-for-,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges",V,https://link.springer.com/chapter/10.1007/11561071_18,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,3/4,2,2.334,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1238181,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP (with triangle ineq),,,,1,0,"O(poly(V, log D))",,,"[https://ieeexplore.ieee.org/document/1238181 Kaplan, Lewenstein, Shafrir, Sviridenko (2003)]","Kaplan, Lewenstein, Shafrir, Sviridenko","Kaplan, Lewenstein, Shafrir, Sviridenko",Approximation algorithms for asymmetric TSP by decomposing directed regular multigraphs,2003,https://ieeexplore.ieee.org/document/1238181,,,,,,7,V: 7,1,"O(poly(V, log D))",400,"V: number of vertices
E: number of edges
D: minimum integer such that D*(solution to LP) is integral",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,10/13,2,2.3,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP (with triangle ineq),,,,1,0,O(poly(V)),,,"[https://link.springer.com/chapter/10.1007/11561071_18 Chen, Nagoya (2005)]","Chen, Nagoya","Chen, Nagoya",Improved Approximation Algorithms for Metric Max TSP,2005,https://link.springer.com/chapter/10.1007/11561071_18,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,27/35,2,2.297,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP (with triangle ineq),,,,1,0,O(poly(V)),,,"[https://www.sciencedirect.com/science/article/pii/S0167637709000200 Blaser, Ram, Sviridenko (2005)]","Blaser, Ram, Sviridenko","Blaser, Ram, Sviridenko",Improved approximation algorithms for metric maximum ATSP and maximum 3-cycle cover problems,2005,https://www.sciencedirect.com/science/article/pii/S0167637709000200,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,31/40,2,2.291,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Asymmetric Maximum TSP (with triangle ineq),,,,1,0,O(poly(V)),,,"[https://link.springer.com/chapter/10.1007/978-3-540-73951-7_51 Kowalik, Mucha (2007)]","Kowalik, Mucha","Kowalik, Mucha",35/44-Approximation for Asymmetric Maximum TSP with Triangle Inequality,2007,https://link.springer.com/chapter/10.1007/978-3-540-73951-7_51,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,35/44,2,2.258,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://link.springer.com/book/10.1007/b101971,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,0,0,Approximate Geometric Maximum TSP,490,Tunneling,,1,0,O(V^2 loglogE),,,[https://dl.acm.org/doi/10.1145/876638.876640 Barvinok (2003)],Barvinok,Barvinok,The geometric maximum traveling salesman problem,2003,https://dl.acm.org/doi/10.1145/876638.876640,,,,0,0,5.01,"V: 5.01,
E: 3.01",3,$O(V^2 \log\log E)$,,"V: number of vertices
E: number of edges",V,https://dl.acm.org/doi/10.1145/876638.876640,0,Real RAM,memory cells,3,V: 3,O(V)?,"Derived: One memory cell per tunnel-city pair, with one tunnel total",1,0,,0,,0,,,,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Geometric Maximum TSP,,,,1,0,O(V^3),,,[https://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=da&paperid=999&option_lang=eng Serdyukov (1987)],Serdyukov,Serdyukov,An asymptotically exact algorithm for the traveling salesman problem for a maximum in Euclidean space,1987,https://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=da&paperid=999&option_lang=eng,,,,0,0,6,V: 6,3,O(V^3),30,"V: number of vertices
E: number of edges
d: dimension of space
eps: error parameter",V,https://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=da&paperid=999&option_lang=eng,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1+O(V^(-2/(d+1))),1,1,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,https://link.springer.com/chapter/10.1007/978-94-011-5678-3_18,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Geometric Maximum TSP,,,,1,0,"O(poly(V, eps))",,,[https://www.jstor.org/stable/42773f30-fdaf-39ce-96d6-446377d071fb Barvinok (1996)],Barvinok,Barvinok,Two Algorithmic Results for the Traveling Salesman Problem,1996,https://www.jstor.org/stable/42773f30-fdaf-39ce-96d6-446377d071fb,,,,0,0,7,V: 7,1,"O(poly(V, 1/eps))",400,"V: number of vertices
E: number of edges
d: dimension of space
eps: error parameter",V,https://www.jstor.org/stable/42773f30-fdaf-39ce-96d6-446377d071fb,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1+eps,1,2,0,multiplicative,yes,FPTAS,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,0,0,Approximate Metric Maximum TSP,,,,1,0,O(V^3),,,"[https://experts.illinois.edu/en/publications/polynomial-algorithms-with-the-estimates-frac-34-and-frac-56-for- Kostochka, Serdyukov (1985)]","Kostochka, Serdyukov","Kostochka, Serdyukov",Polynomial algorithms with the estimates $\frac 34$ and $\frac 56$ for the traveling salesman problem of the maximum,1985,https://experts.illinois.edu/en/publications/polynomial-algorithms-with-the-estimates-frac-34-and-frac-56-for-,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges",V,https://link.springer.com/chapter/10.1007/11561071_18,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,5/6,2,2.2,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1238181,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric Maximum TSP,,,,1,0,O(V^3),,,"[https://link.springer.com/chapter/10.1007/3-540-44634-6_19 Hassin, Rubinstein (2002)]","Hassin, Rubinstein","Hassin, Rubinstein",A 7/8-Approximation Algorithm for Metric Max TSP,2002,https://link.springer.com/chapter/10.1007/3-540-44634-6_19,,,,,,6,V: 6,3,O(V^3),30,"V: number of vertices
E: number of edges",V,https://link.springer.com/chapter/10.1007/11561071_18,0,Real RAM,memory cells,#VALUE!,,,,,,,1,Monte Carlo,1,7/8 - O(1/sqrt(V)),2,2.143,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric Maximum TSP,,,,1,0,O(V^3),,,"[https://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1426-1.pdf Chen, Okamoto, Wang (2005)]","Chen, Okamoto, Wang","Chen, Okamoto, Wang",Improved Deterministic Approximation Algorithms for Max TSP,2005,https://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1426-1.pdf,,,,,,6,V: 6,3,O(V^3),30,"V: number of vertices
E: number of edges",V,https://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1426-1.pdf,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,17/20 - 1/(5V),2,2.177,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric Maximum TSP,,,,1,0,O(V^3),,,"[https://link.springer.com/chapter/10.1007/11561071_18 Chen, Nagoya (2005)]","Chen, Nagoya","Chen, Nagoya",Improved Approximation Algorithms for Metric Max TSP,2005,https://link.springer.com/chapter/10.1007/11561071_18,,,,,,6,V: 6,3,O(V^3),30,"V: number of vertices
E: number of edges",V,https://link.springer.com/chapter/10.1007/11561071_18,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,7/8 - O(V^(-1/3)),2,2.143,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Metric Maximum TSP,,,,1,0,O(poly(V)),,,"[https://www.sciencedirect.com/science/article/pii/S0304397509005350 Kowalik, Mucha (2009)]","Kowalik, Mucha","Kowalik, Mucha",Deterministic 7/8-approximation for the metric maximum TSP,2009,https://www.sciencedirect.com/science/article/pii/S0304397509005350,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,7/8,2,2.143,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum TSP (with gamma-parameterized triangle ineq),,,,1,0,O(V^3),,,"[https://www.sciencedirect.com/science/article/pii/S0304397510001398 Zhang, Yin, Li (2010)]","Zhang, Yin, Li","Zhang, Yin, Li",An improved approximation algorithm for the maximum TSP,2010,https://www.sciencedirect.com/science/article/pii/S0304397510001398,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges
gamma: triangle inequality parameter, 1/2 ≤ gamma < 1
k: min cycle size in optimal solution of the min cycle cover",V,https://www.sciencedirect.com/science/article/pii/S0304397510001398,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,(k*gamma+1-2*gamma)/(k*gamma),2.4,4?,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,2,0,0,Approximate Maximum TSP,,,,1,0,O(E),,,[https://pubsonline.informs.org/doi/10.1287/opre.27.4.799 Greedy (1979?)],Greedy,"Fisher, Nemhauser, Wolsey",An Analysis of Approximations for Finding a Maximum Weight Hamiltonian Circuit,1979?,https://pubsonline.informs.org/doi/10.1287/opre.27.4.799,,,,,,5,V: 5,3,O(E),10,"V: number of vertices
E: number of edges",V,,1,Real RAM,memory cells,3,V: 3,O(V),Stores current set of edges,1,0,,0,,1,1/2,2,3,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://eds.p.ebscohost.com/eds/pdfviewer/pdfviewer?vid=0&sid=ed1237d2-7f35-4cf4-b335-7dccead49042%40redis,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,2,0,0,Approximate Maximum TSP,,,,1,0,O(E),,,"[https://www.jstor.org/stable/2627296 Best Neighbor (Karg, Thompson) (1964)]","Best Neighbor (Karg, Thompson)","Karg, Thompson",A Heuristic Approach to Solving Travelling Salesman Problems,1964,https://www.jstor.org/stable/2627296,,,,,,5,V: 5,3,O(E),10,"V: number of vertices
E: number of edges",V,,1,Real RAM,memory cells,3,V: 3,O(V),Stores current set of edges,1,0,,0,,1,1/2,2,3,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://eds.p.ebscohost.com/eds/pdfviewer/pdfviewer?vid=0&sid=ed1237d2-7f35-4cf4-b335-7dccead49042%40redis,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,0,0,Approximate Maximum TSP,,,,1,0,,,,[https://ieeexplore.ieee.org/document/6767727 2-opt (Lin) (1965)],2-opt (Lin),Lin,Computer solutions of the traveling salesman problem,1965,https://ieeexplore.ieee.org/document/6767727,,,,,,,,,,,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,3,V: 3,O(V),Stores current set of edges,1,0,,0,,1,1/2,2,3,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://eds.p.ebscohost.com/eds/pdfviewer/pdfviewer?vid=0&sid=ed1237d2-7f35-4cf4-b335-7dccead49042%40redis,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,0,0,Approximate Maximum TSP,,,,1,0,O(poly(V))?,,,"[https://pubsonline.informs.org/doi/10.1287/opre.27.4.799 2-matching (Fisher, Nemhauser, Wolsey) (1979)]","2-matching (Fisher, Nemhauser, Wolsey)","Fisher, Nemhauser, Wolsey",An Analysis of Approximations for Finding a Maximum Weight Hamiltonian Circuit,1979,https://pubsonline.informs.org/doi/10.1287/opre.27.4.799,,,,,,7,V: 7,1,O(poly(V))?,400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,2/3,2,2.5,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://eds.p.ebscohost.com/eds/pdfviewer/pdfviewer?vid=0&sid=ed1237d2-7f35-4cf4-b335-7dccead49042%40redis,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,0.001,0,0,Approximate Maximum TSP,,,,1,0,O(V^3),,,[- Serdyukov (1984)],Serdyukov,Serdyukov,,1984,-,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges",V,https://link.springer.com/chapter/10.1007/978-3-642-03685-9_23,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,3/4,2,2.333,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://link.springer.com/chapter/10.1007/978-3-642-03685-9_23,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum TSP,,,,1,0,O(poly(V)),,,"[https://ieeexplore.ieee.org/document/365696 Kosaraju, Park, Stein (1994)]","Kosaraju, Park, Stein","Kosaraju, Park, Stein",Long tours and short superstrings,1994,https://ieeexplore.ieee.org/document/365696,,,,,,7,V: 7,1,O(poly(V)),400,"V: number of vertices
E: number of edges",V,,,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,19/27,2,2.422,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,https://link.springer.com/chapter/10.1007/978-3-642-03685-9_23,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum TSP,,,,1,0,O(V^3+V^2*2^(O(1/eps))),,,"[https://www.sciencedirect.com/science/article/abs/pii/S0020019098001021 Hassin, Rubinstein (1998)]","Hassin, Rubinstein","Hassin, Rubinstein",An approximation algorithm for the maximum traveling salesman problem,1998,https://www.sciencedirect.com/science/article/abs/pii/S0020019098001021,,,,,,6,V: 6,3,O(V^3+V^2*2^(O(1/eps))),30,"V: number of vertices
E: number of edges
eps: error parameter",V,https://www.shlomiru.com/papers/tsp1.pdf,0,Real RAM,memory cells,#VALUE!,,,,,,,1,Monte Carlo,1,5/7 - eps,2,2.401,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,accessible link: https://www.shlomiru.com/papers/tsp1.pdf,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum TSP,,,,1,0,O(V^3+V^2*2^(O(1/eps))),,,"[https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2a73a4ad4e4deeff8371e5190c50433e682cbc4c Hassin, Rubinstein (2000)]","Hassin, Rubinstein","Hassin, Rubinstein",Better Approximations for Max TSP,2000,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2a73a4ad4e4deeff8371e5190c50433e682cbc4c,,,,,,6,V: 6,3,O(V^3+V^2*2^(O(1/eps))),30,"V: number of vertices
E: number of edges
eps: error parameter",V,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2a73a4ad4e4deeff8371e5190c50433e682cbc4c,0,Real RAM,memory cells,#VALUE!,,,,,,,1,Monte Carlo,1,25/33 - eps,2,2.321,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum TSP,,,,1,0,O_eps(V^3),,,"[https://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1426-1.pdf Chen, Okamoto, Wang (2005)]","Chen, Okamoto, Wang","Chen, Okamoto, Wang",Improved Deterministic Approximation Algorithms for Max TSP,2005,https://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1426-1.pdf,,,,,,6,V: 6,3,O_eps(V^3),30,"V: number of vertices
E: number of edges
eps: error parameter",V,https://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1426-1.pdf,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,(61-20/V)*(1-eps)/(81-80eps),2,2.328,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum TSP,,,,1,0,O(V^3),,,"[https://link.springer.com/chapter/10.1007/978-3-642-03685-9_23 Paluch, Mucha, Madry (2009)]","Paluch, Mucha, Madry","Paluch, Mucha, Madry",A 7/9 - Approximation Algorithm for the Maximum Traveling Salesman Problem,2009,https://link.springer.com/chapter/10.1007/978-3-642-03685-9_23,,,,,,6,V: 6,3,O(V^3),30,"V: number of vertices
E: number of edges",V,https://link.springer.com/chapter/10.1007/978-3-642-03685-9_23,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,7/9,2,2.286,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum TSP,,,,1,0,O(V^3),,,"[https://arxiv.org/abs/1512.09236 Dudycz, Marcinkowski, Paluch, Rybicki (2016)]","Dudycz, Marcinkowski, Paluch, Rybicki","Dudycz, Marcinkowski, Paluch, Rybicki",A 4/5 - Approximation Algorithm for the Maximum Traveling Salesman Problem,2016,https://arxiv.org/abs/1512.09236,,,,,,6,V: 6,3,O(V^3),30,"V: number of vertices
E: number of edges",V,https://arxiv.org/abs/1512.09236,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,4/5,2,2.25,0,multiplicative,no,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum Metric TSP with fixed doubling dimension,,,,1,0,V*2^(((k log V)/eps)^(O(k))),,,[https://www.microsoft.com/en-us/research/publication/bypassing-the-embedding-algorithms-for-low-dimensional-metrics/ Talwar (2004)],Talwar,Talwar,Bypassing the embedding: algorithms for low dimensional metrics,2004,https://www.microsoft.com/en-us/research/publication/bypassing-the-embedding-algorithms-for-low-dimensional-metrics/,,,,,,8,V: 8,2,V*2^(((k log V)/eps)^(O(k))),,"V: number of vertices
E: number of edges
k: doubling dimension (smallest k such that every ball can be covered by 2^k balls of half the radius)
eps: error parameter",V,https://www.microsoft.com/en-us/research/publication/bypassing-the-embedding-algorithms-for-low-dimensional-metrics/,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1+eps,1,2,0,multiplicative,yes,EPTAS,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum Metric TSP with fixed doubling dimension,,,,1,0,V^(2^(O(k))) * 2^((k/eps)^(O(k))*sqrt(log(V))),,,"[https://arxiv.org/abs/1112.0699 Bartal, Gottlieb, Krauthgamer (2011)]","Bartal, Gottlieb, Krauthgamer","Bartal, Gottlieb, Krauthgamer",The Traveling Salesman Problem: Low-Dimensionality Implies a Polynomial Time Approximation Scheme,2011,https://arxiv.org/abs/1112.0699,,,,,,7,V: 7,2,V^(2^(O(k))) * 2^((k/eps)^(O(k))*sqrt(log(V))),,"V: number of vertices
E: number of edges
k: doubling dimension (smallest k such that every ball can be covered by 2^k balls of half the radius)
eps: error parameter",V,https://arxiv.org/abs/1112.0699,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1+eps,1,2,0,multiplicative,yes,EPTAS,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum Metric TSP with fixed doubling dimension,,,,1,0,O(V^3 + 2^((2/eps)^(2k+1))),,,[https://arxiv.org/abs/2012.08379 Shenmaier [Theorem 2] (2021)],Shenmaier [Theorem 2],Shenmaier,Efficient PTAS for the Maximum Traveling Salesman Problem in a Metric Space of Fixed Doubling Dimension,2021,https://arxiv.org/abs/2012.08379,,,,,,6,V: 6,3,O(V^3 + 2^((2/eps)^(2k+1))),,"V: number of vertices
E: number of edges
k: doubling dimension (smallest k such that every ball can be covered by 2^k balls of half the radius)
eps: error parameter",V,https://arxiv.org/abs/2012.08379,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1+eps,1,2,0,multiplicative,yes,EPTAS,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
61,The Traveling-Salesman Problem,1,0,0,Approximate Maximum Metric TSP with fixed doubling dimension,,,,1,0,O(V^3),,,[https://arxiv.org/abs/2012.08379 Shenmaier [Theorem 3] (2021)],Shenmaier [Theorem 3],Shenmaier,Efficient PTAS for the Maximum Traveling Salesman Problem in a Metric Space of Fixed Doubling Dimension,2021,https://arxiv.org/abs/2012.08379,,,,,,6,V: 6,3,O(V^3),,"V: number of vertices
E: number of edges
k: doubling dimension (smallest k such that every ball can be covered by 2^k balls of half the radius)
eps: error parameter",V,https://arxiv.org/abs/2012.08379,0,Real RAM,memory cells,#VALUE!,,,,,,,0,,1,1 + (11/6)/V^(1/(2k+1)),1,1,0,multiplicative,yes,n/a,factor off from optimal,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
